cantica;canto;n_verso;verso
Paradiso;XXVI;​15;quand'ella entrò col foco ond'io sempr'ardo.
Paradiso;XXVI;​16;Lo ben che fa contenta questa corte,
Paradiso;XXVI;​17;Alfa e O è di quanta scrittura
Paradiso;XXVI;​18;"mi legge Amore o lievemente o forte""."
Paradiso;XXVI;​19;Quella medesma voce che paura
Paradiso;XXVI;​20;tolta m'avea del sùbito abbarbaglio,
Paradiso;XXVI;​21;"di ragionare ancor mi mise in cura;"
Paradiso;XXVI;​22;"e disse: ""Certo a più angusto vaglio"
Paradiso;XXVI;​23;ti conviene schiarar: dicer convienti
Paradiso;XXVI;​24;"chi drizzò l'arco tuo a tal berzaglio""."
Paradiso;XXVI;​25;"E io: ""Per filosofici argomenti"
Paradiso;XXVI;​26;e per autorità che quinci scende
Paradiso;XXVI;​27;cotale amor convien che in me si 'mprenti:
Paradiso;XXVI;​28;ché 'l bene, in quanto ben, come s'intende,
Paradiso;XXVI;​29;così accende amore, e tanto maggio
Paradiso;XXVI;​30;quanto più di bontate in sé comprende.
Paradiso;XXVI;​31;Dunque a l'essenza ov'è tanto avvantaggio,
Paradiso;XXVI;​32;che ciascun ben che fuor di lei si trova
Paradiso;XXVI;​33;altro non è ch'un lume di suo raggio,
Paradiso;XXVI;​34;più che in altra convien che si mova
Paradiso;XXVI;​35;la mente, amando, di ciascun che cerne
Paradiso;XXVI;​36;il vero in che si fonda questa prova.
Paradiso;XXVI;​37;Tal vero a l'intelletto mïo sterne
Paradiso;XXVI;​38;colui che mi dimostra il primo amore
Paradiso;XXVI;​39;di tutte le sustanze sempiterne.
Paradiso;XXVI;​40;Sternel la voce del verace autore,
Paradiso;XXVI;​41;che dice a Moïsè, di sé parlando:
Paradiso;XXVI;​42;"""Io ti farò vedere ogne valore""."
Paradiso;XXVI;​43;Sternilmi tu ancora, incominciando
Paradiso;XXVI;​44;l'alto preconio che grida l'arcano
Paradiso;XXVI;​45;"di qui là giù sovra ogne altro bando""."
Paradiso;XXVI;​46;"E io udi': ""Per intelletto umano"
Paradiso;XXVI;​47;e per autoritadi a lui concorde
Paradiso;XXVI;​48;d'i tuoi amori a Dio guarda il sovrano.
Paradiso;XXVI;​49;Ma dì ancor se tu senti altre corde
Paradiso;XXVI;​50;tirarti verso lui, sì che tu suone
Paradiso;XXVI;​51;"con quanti denti questo amor ti morde""."
Paradiso;XXVI;​52;Non fu latente la santa intenzione
Paradiso;XXVI;​53;de l'aguglia di Cristo, anzi m'accorsi
Paradiso;XXVI;​54;dove volea menar mia professione.
Paradiso;XXVI;​55;"Però ricominciai: ""Tutti quei morsi"
Paradiso;XXVI;​56;che posson far lo cor volgere a Dio,
Paradiso;XXVI;​57;a la mia caritate son concorsi:
Paradiso;XXVI;​58;ché l'essere del mondo e l'esser mio,
Paradiso;XXVI;​59;la morte ch'el sostenne perch'io viva,
Paradiso;XXVI;​60;e quel che spera ogne fedel com'io,
Paradiso;XXVI;​61;con la predetta conoscenza viva,
Paradiso;XXVI;​62;tratto m'hanno del mar de l'amor torto,
Paradiso;XXVI;​63;e del diritto m'han posto a la riva.
Paradiso;XXVI;​64;Le fronde onde s'infronda tutto l'orto
Paradiso;XXVI;​65;de l'ortolano etterno, am'io cotanto
Paradiso;XXVI;​66;"quanto da lui a lor di bene è porto""."
Paradiso;XXVI;​67;Sì com'io tacqui, un dolcissimo canto
Paradiso;XXVI;​68;risonò per lo cielo, e la mia donna
Paradiso;XXVI;​69;"dicea con li altri: ""Santo, santo, santo!""."
Paradiso;XXVI;​70;E come a lume acuto si disonna
Paradiso;XXVI;​71;per lo spirto visivo che ricorre
Paradiso;XXVI;​72;a lo splendor che va di gonna in gonna,
Paradiso;XXVI;​73;e lo svegliato ciò che vede aborre,
Paradiso;XXVI;​74;sì nescïa è la sùbita vigilia
Paradiso;XXVI;​75;"fin che la stimativa non soccorre;"
Paradiso;XXVI;​76;così de li occhi miei ogni quisquilia
Paradiso;XXVI;​77;fugò Beatrice col raggio d'i suoi,
Paradiso;XXVI;​78;che rifulgea da più di mille milia:
Paradiso;XXVI;​79;"onde mei che dinanzi vidi poi;"
Paradiso;XXVI;​80;e quasi stupefatto domandai
Paradiso;XXVI;​81;d'un quarto lume ch'io vidi tra noi.
Paradiso;XXVI;​82;"E la mia donna: ""Dentro da quei rai"
Paradiso;XXVI;​83;vagheggia il suo fattor l'anima prima
Paradiso;XXVI;​84;"che la prima virtù creasse mai""."
Paradiso;XXVI;​85;Come la fronda che flette la cima
Paradiso;XXVI;​86;nel transito del vento, e poi si leva
Paradiso;XXVI;​87;per la propria virtù che la soblima,
Paradiso;XXVI;​88;fec'io in tanto in quant'ella diceva,
Paradiso;XXVI;​89;stupendo, e poi mi rifece sicuro
Paradiso;XXVI;​90;un disio di parlare ond'ïo ardeva.
Paradiso;XXVI;​91;"E cominciai: ""O pomo che maturo"
Paradiso;XXVI;​92;solo prodotto fosti, o padre antico
Paradiso;XXVI;​93;a cui ciascuna sposa è figlia e nuro,
Paradiso;XXVI;​94;divoto quanto posso a te supplìco
Paradiso;XXVI;​95;perché mi parli: tu vedi mia voglia,
Paradiso;XXVI;​96;"e per udirti tosto non la dico""."
Paradiso;XXVI;​97;Talvolta un animal coverto broglia,
Paradiso;XXVI;​98;sì che l'affetto convien che si paia
Paradiso;XXVI;​99;"per lo seguir che face a lui la 'nvoglia;"
Paradiso;XXVI;​100;e similmente l'anima primaia
Paradiso;XXVI;​101;mi facea trasparer per la coverta
Paradiso;XXVI;​102;quant'ella a compiacermi venìa gaia.
Paradiso;XXVI;​103;"Indi spirò: ""Sanz'essermi proferta"
Paradiso;XXVI;​104;da te, la voglia tua discerno meglio
Paradiso;XXVI;​105;"che tu qualunque cosa t'è più certa;"
Paradiso;XXVI;​106;perch'io la veggio nel verace speglio
Paradiso;XXVI;​107;che fa di sé pareglio a l'altre cose,
Paradiso;XXVI;​108;e nulla face lui di sé pareglio.
Paradiso;XXVI;​109;Tu vuogli udir quant'è che Dio mi puose
Paradiso;XXVI;​110;ne l'eccelso giardino, ove costei
Paradiso;XXVI;​111;a così lunga scala ti dispuose,
Paradiso;XXVI;​112;e quanto fu diletto a li occhi miei,
Paradiso;XXVI;​113;e la propria cagion del gran disdegno,
Paradiso;XXVI;​114;e l'idïoma ch'usai e che fei.
Paradiso;XXVI;​115;Or, figliuol mio, non il gustar del legno
Paradiso;XXVI;​116;fu per sé la cagion di tanto essilio,
Paradiso;XXVI;​117;ma solamente il trapassar del segno.
Paradiso;XXVI;​118;Quindi onde mosse tua donna Virgilio,
Paradiso;XXVI;​119;quattromilia trecento e due volumi
Paradiso;XXVI;​120;"di sol desiderai questo concilio;"
Paradiso;XXVI;​121;e vidi lui tornare a tutt'i lumi
Paradiso;XXVI;​122;de la sua strada novecento trenta
Paradiso;XXVI;​123;fïate, mentre ch'ïo in terra fu' mi.
Paradiso;XXVI;​124;La lingua ch'io parlai fu tutta spenta
Paradiso;XXVI;​125;innanzi che a l'ovra inconsummabile
Paradiso;XXVI;​126;fosse la gente di Nembròt attenta:
Paradiso;XXVI;​127;ché nullo effetto mai razïonabile,
Paradiso;XXVI;​128;per lo piacere uman che rinovella
Paradiso;XXVI;​129;seguendo il cielo, sempre fu durabile.
Paradiso;XXVI;​130;"Opera naturale è ch'uom favella;"
Paradiso;XXVI;​131;ma così o così, natura lascia
Paradiso;XXVI;​132;poi fare a voi secondo che v'abbella.
Paradiso;XXVI;​133;Pria ch'i' scendessi a l'infernale ambascia,
Paradiso;XXVI;​134;I s'appellava in terra il sommo bene
Paradiso;XXVI;​135;"onde vien la letizia che mi fascia;"
Paradiso;XXVI;​136;e El si chiamò poi: e ciò convene,
Paradiso;XXVI;​137;ché l'uso d'i mortali è come fronda
Paradiso;XXVI;​138;in ramo, che sen va e altra vene.
Paradiso;XXVI;​139;Nel monte che si leva più da l'onda,
Paradiso;XXVI;​140;fu' io, con vita pura e disonesta,
Paradiso;XXVI;​141;da la prim'ora a quella che seconda,
Paradiso;XXVI;​142;"come 'l sol muta quadra, l'ora sesta""."
Paradiso;XXVII;​1;"""Al Padre, al Figlio, a lo Spirito Santo"","
Paradiso;XXVII;​2;"cominciò, ""gloria!"", tutto 'l paradiso,"
Paradiso;XXVII;​3;sì che m'inebrïava il dolce canto.
Paradiso;XXVII;​4;Ciò ch'io vedeva mi sembiava un riso
Paradiso;XXVII;​5;"de l'universo; per che mia ebbrezza"
Paradiso;XXVII;​6;intrava per l'udire e per lo viso.
Paradiso;XXVII;​7;Oh gioia! oh ineffabile allegrezza!
Paradiso;XXVII;​8;oh vita intègra d'amore e di pace!
Paradiso;XXVII;​9;oh sanza brama sicura ricchezza!
Paradiso;XXVII;​10;Dinanzi a li occhi miei le quattro face
Paradiso;XXVII;​11;stavano accese, e quella che pria venne
Paradiso;XXVII;​12;incominciò a farsi più vivace,
Paradiso;XXVII;​13;e tal ne la sembianza sua divenne,
Paradiso;XXVII;​14;qual diverrebbe Iove, s'elli e Marte
Paradiso;XXVII;​15;fossero augelli e cambiassersi penne.
Paradiso;XXVII;​16;La provedenza, che quivi comparte
Paradiso;XXVII;​17;vice e officio, nel beato coro
Paradiso;XXVII;​18;silenzio posto avea da ogne parte,
Paradiso;XXVII;​19;"quand'ïo udi': ""Se io mi trascoloro,"
Paradiso;XXVII;​20;non ti maravigliar, ché, dicend'io,
Paradiso;XXVII;​21;vedrai trascolorar tutti costoro.
Paradiso;XXVII;​22;Quelli ch'usurpa in terra il luogo mio,
Paradiso;XXVII;​23;il luogo mio, il luogo mio che vaca
Paradiso;XXVII;​24;ne la presenza del Figliuol di Dio,
Paradiso;XXVII;​25;fatt'ha del cimitero mio cloaca
Paradiso;XXVII;​26;"del sangue e de la puzza; onde 'l perverso"
Paradiso;XXVII;​27;"che cadde di qua sù, là giù si placa""."
Paradiso;XXVII;​28;Di quel color che per lo sole avverso
Paradiso;XXVII;​29;nube dipigne da sera e da mane,
Paradiso;XXVII;​30;vid'ïo allora tutto 'l ciel cosperso.
Paradiso;XXVII;​31;E come donna onesta che permane
Paradiso;XXVII;​32;di sé sicura, e per l'altrui fallanza,
Paradiso;XXVII;​33;pur ascoltando, timida si fane,
Paradiso;XXVII;​34;"così Beatrice trasmutò sembianza;"
Paradiso;XXVII;​35;e tale eclissi credo che 'n ciel fue
Paradiso;XXVII;​36;quando patì la supprema possanza.
Paradiso;XXVII;​37;Poi procedetter le parole sue
Paradiso;XXVII;​38;con voce tanto da sé trasmutata,
Paradiso;XXVII;​39;che la sembianza non si mutò piùe:
Paradiso;XXVII;​40;"""Non fu la sposa di Cristo allevata"
Paradiso;XXVII;​41;del sangue mio, di Lin, di quel di Cleto,
Paradiso;XXVII;​42;"per essere ad acquisto d'oro usata;"
Paradiso;XXVII;​43;ma per acquisto d'esto viver lieto
Paradiso;XXVII;​44;e Sisto e Pïo e Calisto e Urbano
Paradiso;XXVII;​45;sparser lo sangue dopo molto fleto.
Paradiso;XXVII;​46;Non fu nostra intenzion ch'a destra mano
Paradiso;XXVII;​47;d'i nostri successor parte sedesse,
Paradiso;XXVII;​48;"parte da l'altra del popol cristiano;"
Paradiso;XXVII;​49;né che le chiavi che mi fuor concesse,
Paradiso;XXVII;​50;divenisser signaculo in vessillo
Paradiso;XXVII;​51;"che contra battezzati combattesse;"
Paradiso;XXVII;​52;né ch'io fossi figura di sigillo
Paradiso;XXVII;​53;a privilegi venduti e mendaci,
Paradiso;XXVII;​54;ond'io sovente arrosso e disfavillo.
Paradiso;XXVII;​55;In vesta di pastor lupi rapaci
Paradiso;XXVII;​56;si veggion di qua sù per tutti i paschi:
Paradiso;XXVII;​57;o difesa di Dio, perché pur giaci?
Paradiso;XXVII;​58;Del sangue nostro Caorsini e Guaschi
Paradiso;XXVII;​59;s'apparecchian di bere: o buon principio,
Paradiso;XXVII;​60;a che vil fine convien che tu caschi!
Paradiso;XXVII;​61;Ma l'alta provedenza, che con Scipio
Paradiso;XXVII;​62;difese a Roma la gloria del mondo,
Paradiso;XXVII;​63;"soccorrà tosto, sì com'io concipio;"
Paradiso;XXVII;​64;e tu, figliuol, che per lo mortal pondo
Paradiso;XXVII;​65;ancor giù tornerai, apri la bocca,
Paradiso;XXVII;​66;"e non asconder quel ch'io non ascondo""."
Paradiso;XXVII;​67;Sì come di vapor gelati fiocca
Paradiso;XXVII;​68;in giuso l'aere nostro, quando 'l corno
Paradiso;XXVII;​69;de la capra del ciel col sol si tocca,
Paradiso;XXVII;​70;in sù vid'io così l'etera addorno
Paradiso;XXVII;​71;farsi e fioccar di vapor trïunfanti
Paradiso;XXVII;​72;che fatto avien con noi quivi soggiorno.
Paradiso;XXVII;​73;Lo viso mio seguiva i suoi sembianti,
Paradiso;XXVII;​74;e seguì fin che 'l mezzo, per lo molto,
Paradiso;XXVII;​75;li tolse il trapassar del più avanti.
Paradiso;XXVII;​76;Onde la donna, che mi vide assolto
Paradiso;XXVII;​77;"de l'attendere in sù, mi disse: ""Adima"
Paradiso;XXVII;​78;"il viso e guarda come tu se' vòlto""."
Paradiso;XXVII;​79;Da l'ora ch'ïo avea guardato prima
Paradiso;XXVII;​80;i' vidi mosso me per tutto l'arco
Paradiso;XXVII;​81;"che fa dal mezzo al fine il primo clima;"
Paradiso;XXVII;​82;sì ch'io vedea di là da Gade il varco
Paradiso;XXVII;​83;folle d'Ulisse, e di qua presso il lito
Paradiso;XXVII;​84;nel qual si fece Europa dolce carco.
Paradiso;XXVII;​85;E più mi fora discoverto il sito
Paradiso;XXVII;​86;"di questa aiuola; ma 'l sol procedea"
Paradiso;XXVII;​87;sotto i mie' piedi un segno e più partito.
Paradiso;XXVII;​88;La mente innamorata, che donnea
Paradiso;XXVII;​89;con la mia donna sempre, di ridure
Paradiso;XXVII;​90;"ad essa li occhi più che mai ardea;"
Paradiso;XXVII;​91;e se natura o arte fé pasture
Paradiso;XXVII;​92;da pigliare occhi, per aver la mente,
Paradiso;XXVII;​93;in carne umana o ne le sue pitture,
Paradiso;XXVII;​94;tutte adunate, parrebber nïente
Paradiso;XXVII;​95;ver' lo piacer divin che mi refulse,
Paradiso;XXVII;​96;quando mi volsi al suo viso ridente.
Paradiso;XXVII;​97;E la virtù che lo sguardo m'indulse,
Paradiso;XXVII;​98;del bel nido di Leda mi divelse
Paradiso;XXVII;​99;e nel ciel velocissimo m'impulse.
Paradiso;XXVII;​100;Le parti sue vivissime ed eccelse
Paradiso;XXVII;​101;sì uniforme son, ch'i' non so dire
Paradiso;XXVII;​102;qual Bëatrice per loco mi scelse.
Paradiso;XXVII;​103;Ma ella, che vedëa 'l mio disire,
Paradiso;XXVII;​104;incominciò, ridendo tanto lieta,
Paradiso;XXVII;​105;che Dio parea nel suo volto gioire:
Paradiso;XXVII;​106;"""La natura del mondo, che quïeta"
Paradiso;XXVII;​107;il mezzo e tutto l'altro intorno move,
Paradiso;XXVII;​108;"quinci comincia come da sua meta;"
Paradiso;XXVII;​109;e questo cielo non ha altro dove
Paradiso;XXVII;​110;che la mente divina, in che s'accende
Paradiso;XXVII;​111;l'amor che 'l volge e la virtù ch'ei piove.
Paradiso;XXVII;​112;Luce e amor d'un cerchio lui comprende,
Paradiso;XXVII;​113;"sì come questo li altri; e quel precinto"
Paradiso;XXVII;​114;colui che 'l cinge solamente intende.
Paradiso;XXVII;​115;Non è suo moto per altro distinto,
Paradiso;XXVII;​116;ma li altri son mensurati da questo,
Paradiso;XXVII;​117;"sì come diece da mezzo e da quinto;"
Paradiso;XXVII;​118;e come il tempo tegna in cotal testo
Paradiso;XXVII;​119;le sue radici e ne li altri le fronde,
Paradiso;XXVII;​120;omai a te può esser manifesto.
Paradiso;XXVII;​121;Oh cupidigia che i mortali affonde
Paradiso;XXVII;​122;sì sotto te, che nessuno ha podere
Paradiso;XXVII;​123;di trarre li occhi fuor de le tue onde!
Paradiso;XXVII;​124;"Ben fiorisce ne li uomini il volere;"
Paradiso;XXVII;​125;ma la pioggia continüa converte
Paradiso;XXVII;​126;in bozzacchioni le sosine vere.
Paradiso;XXVII;​127;Fede e innocenza son reperte
Paradiso;XXVII;​128;"solo ne' parvoletti; poi ciascuna"
Paradiso;XXVII;​129;pria fugge che le guance sian coperte.
Paradiso;XXVII;​130;Tale, balbuzïendo ancor, digiuna,
Paradiso;XXVII;​131;che poi divora, con la lingua sciolta,
Paradiso;XXVII;​132;"qualunque cibo per qualunque luna;"
Paradiso;XXVII;​133;e tal, balbuzïendo, ama e ascolta
Paradiso;XXVII;​134;la madre sua, che, con loquela intera,
Paradiso;XXVII;​135;disïa poi di vederla sepolta.
Paradiso;XXVII;​136;Così si fa la pelle bianca nera
Paradiso;XXVII;​137;nel primo aspetto de la bella figlia
Paradiso;XXVII;​138;di quel ch'apporta mane e lascia sera.
Paradiso;XXVII;​139;Tu, perché non ti facci maraviglia,
Paradiso;XXVII;​140;"pensa che 'n terra non è chi governi;"
Paradiso;XXVII;​141;onde sì svïa l'umana famiglia.
Paradiso;XXVII;​142;Ma prima che gennaio tutto si sverni
Paradiso;XXVII;​143;per la centesma ch'è là giù negletta,
Paradiso;XXVII;​144;raggeran sì questi cerchi superni,
Paradiso;XXVII;​145;che la fortuna che tanto s'aspetta,
Paradiso;XXVII;​146;le poppe volgerà u' son le prore,
Paradiso;XXVII;​147;"sì che la classe correrà diretta;"
Paradiso;XXVII;​148;"e vero frutto verrà dopo 'l fiore""."
Paradiso;XXVIII;​1;Poscia che 'ncontro a la vita presente
Paradiso;XXVIII;​2;d'i miseri mortali aperse 'l vero
Paradiso;XXVIII;​3;quella che 'mparadisa la mia mente,
Paradiso;XXVIII;​4;come in lo specchio fiamma di doppiero
Paradiso;XXVIII;​5;vede colui che se n'alluma retro,
Paradiso;XXVIII;​6;prima che l'abbia in vista o in pensiero,
Paradiso;XXVIII;​7;e sé rivolge per veder se 'l vetro
Paradiso;XXVIII;​8;li dice il vero, e vede ch'el s'accorda
Paradiso;XXVIII;​9;"con esso come nota con suo metro;"
Paradiso;XXVIII;​10;così la mia memoria si ricorda
Paradiso;XXVIII;​11;ch'io feci riguardando ne' belli occhi
Paradiso;XXVIII;​12;onde a pigliarmi fece Amor la corda.
Paradiso;XXVIII;​13;E com'io mi rivolsi e furon tocchi
Paradiso;XXVIII;​14;li miei da ciò che pare in quel volume,
Paradiso;XXVIII;​15;quandunque nel suo giro ben s'adocchi,
Paradiso;XXVIII;​16;un punto vidi che raggiava lume
Paradiso;XXVIII;​17;acuto sì, che 'l viso ch'elli affoca
Paradiso;XXVIII;​18;"chiuder conviensi per lo forte acume;"
Paradiso;XXVIII;​19;e quale stella par quinci più poca,
Paradiso;XXVIII;​20;parrebbe luna, locata con esso
Paradiso;XXVIII;​21;come stella con stella si collòca.
Paradiso;XXVIII;​22;Forse cotanto quanto pare appresso
Paradiso;XXVIII;​23;alo cigner la luce che 'l dipigne
Paradiso;XXVIII;​24;quando 'l vapor che 'l porta più è spesso,
Paradiso;XXVIII;​25;distante intorno al punto un cerchio d'igne
Paradiso;XXVIII;​26;si girava sì ratto, ch'avria vinto
Paradiso;XXVIII;​27;"quel moto che più tosto il mondo cigne;"
Paradiso;XXVIII;​28;e questo era d'un altro circumcinto,
Paradiso;XXVIII;​29;e quel dal terzo, e 'l terzo poi dal quarto,
Paradiso;XXVIII;​30;dal quinto il quarto, e poi dal sesto il quinto.
Paradiso;XXVIII;​31;Sopra seguiva il settimo sì sparto
Paradiso;XXVIII;​32;già di larghezza, che 'l messo di Iuno
Paradiso;XXVIII;​33;intero a contenerlo sarebbe arto.
Paradiso;XXVIII;​34;"Così l'ottavo e 'l nono; e chiascheduno"
Paradiso;XXVIII;​35;più tardo si movea, secondo ch'era
Paradiso;XXVIII;​36;"in numero distante più da l'uno;"
Paradiso;XXVIII;​37;e quello avea la fiamma più sincera
Paradiso;XXVIII;​38;cui men distava la favilla pura,
Paradiso;XXVIII;​39;credo, però che più di lei s'invera.
Paradiso;XXVIII;​40;La donna mia, che mi vedëa in cura
Paradiso;XXVIII;​41;"forte sospeso, disse: ""Da quel punto"
Paradiso;XXVIII;​42;depende il cielo e tutta la natura.
Paradiso;XXVIII;​43;"Mira quel cerchio che più li è congiunto;"
Paradiso;XXVIII;​44;e sappi che 'l suo muovere è sì tosto
Paradiso;XXVIII;​45;"per l'affocato amore ond'elli è punto""."
Paradiso;XXVIII;​46;"E io a lei: ""Se 'l mondo fosse posto"
Paradiso;XXVIII;​47;con l'ordine ch'io veggio in quelle rote,
Paradiso;XXVIII;​48;"sazio m'avrebbe ciò che m'è proposto;"
Paradiso;XXVIII;​49;ma nel mondo sensibile si puote
Paradiso;XXVIII;​50;veder le volte tanto più divine,
Paradiso;XXVIII;​51;quant'elle son dal centro più remote.
Paradiso;XXVIII;​52;Onde, se 'l mio disir dee aver fine
Paradiso;XXVIII;​53;in questo miro e angelico templo
Paradiso;XXVIII;​54;che solo amore e luce ha per confine,
Paradiso;XXVIII;​55;udir convienmi ancor come l'essemplo
