cantica;canto;range_versi;frase
Paradiso;XXIII;​46;"""Apri li occhi e riguarda qual son io;"
Paradiso;XXIII;​47-48;"tu hai vedute cose, che possente se' fatto a sostener lo riso mio""."
Paradiso;XXIII;​49-54;Io era come quei che si risente di visïone oblita e che s'ingegna indarno di ridurlasi a la mente, quand'io udi' questa proferta, degna di tanto grato, che mai non si stingue del libro che 'l preterito rassegna.
Paradiso;XXIII;​55-60;"Se mo sonasser tutte quelle lingue che Polimnïa con le suore fero del latte lor dolcissimo più pingue, per aiutarmi, al millesmo del vero non si verria, cantando il santo riso e quanto il santo aspetto facea mero;"
Paradiso;XXIII;​61-63;e così, figurando il paradiso, convien saltar lo sacrato poema, come chi trova suo cammin riciso.
Paradiso;XXIII;​64-66;Ma chi pensasse il ponderoso tema e l'omero mortal che se ne carca, nol biasmerebbe se sott'esso trema:
Paradiso;XXIII;​67-69;non è pareggio da picciola barca quel che fendendo va l'ardita prora, né da nocchier ch'a sé medesmo parca.
Paradiso;XXIII;​70-72;"""Perché la faccia mia sì t'innamora, che tu non ti rivolgi al bel giardino che sotto i raggi di Cristo s'infiora?"
Paradiso;XXIII;​73-74;"Quivi è la rosa in che 'l verbo divino carne si fece;"
Paradiso;XXIII;​74-75;"quivi son li gigli al cui odor si prese il buon cammino""."
Paradiso;XXIII;​76;"Così Beatrice;"
Paradiso;XXIII;​76-78;e io, che a' suoi consigli tutto era pronto, ancora mi rendei a la battaglia de' debili cigli.
Paradiso;XXIII;​79-81;"Come a raggio di sol che puro mei per fratta nube, già prato di fiori vider, coverti d'ombra, li occhi miei;"
Paradiso;XXIII;​82-84;vid'io così più turbe di splendori, folgorate di sù da raggi ardenti, sanza veder principio di folg¢ri.
Paradiso;XXIII;​85-87;O benigna vertù che sì li 'mprenti, sù t'essaltasti, per largirmi loco a li occhi lì che non t'eran possenti.
Paradiso;XXIII;​88-90;"Il nome del bel fior ch'io sempre invoco e mane e sera, tutto mi ristrinse l'animo ad avvisar lo maggior foco;"
Paradiso;XXIII;​91-96;e come ambo le luci mi dipinse il quale e il quanto de la viva stella che là sù vince come qua giù vinse, per entro il cielo scese una facella, formata in cerchio a guisa di corona, e cinsela e girossi intorno ad ella.
Paradiso;XXIII;​97-102;Qualunque melodia più dolce suona qua giù e più a sé l'anima tira, parrebbe nube che squarciata tona, comparata al sonar di quella lira onde si coronava il bel zaffiro del quale il ciel più chiaro s'inzaffira.
Paradiso;XXIII;​103-105;"""Io sono amore angelico, che giro l'alta letizia che spira del ventre che fu albergo del nostro disiro;"
Paradiso;XXIII;​106-108;"e girerommi, donna del ciel, mentre che seguirai tuo figlio, e farai dia più la spera suprema perché lì entre""."
Paradiso;XXIII;​109-111;Così la circulata melodia si sigillava, e tutti li altri lumi facean sonare il nome di Maria.
Paradiso;XXIII;​112-117;Lo real manto di tutti i volumi del mondo, che più ferve e più s'avviva ne l'alito di Dio e nei costumi, avea sopra di noi l'interna riva tanto distante, che la sua parvenza, là dov'io era, ancor non appariva:
Paradiso;XXIII;​118-120;però non ebber li occhi miei potenza di seguitar la coronata fiamma che si levò appresso sua semenza.
Paradiso;XXIII;​121-123;"E come fantolin che 'nver' la mamma tende le braccia, poi che 'l latte prese, per l'animo che 'nfin di fuor s'infiamma;"
Paradiso;XXIII;​124-126;ciascun di quei candori in sù si stese con la sua cima, sì che l'alto affetto ch'elli avieno a Maria mi fu palese.
Paradiso;XXIII;​127-129;"Indi rimaser lì nel mio cospetto, ""Regina celi"" cantando sì dolce, che mai da me non si partì 'l diletto."
Paradiso;XXIII;​130-132;Oh quanta è l'ubertà che si soffolce in quelle arche ricchissime che fuoro a seminar qua giù buone bobolce!
Paradiso;XXIII;​133-135;Quivi si vive e gode del tesoro che s'acquistò piangendo ne lo essilio di Babillòn, ove si lasciò l'oro.
Paradiso;XXIII;​136-139;Quivi trïunfa, sotto l'alto Filio di Dio e di Maria, di sua vittoria, e con l'antico e col novo concilio, colui che tien le chiavi di tal gloria.
Paradiso;XXIV;​1-8;"""O sodalizio eletto a la gran cena del benedetto Agnello, il qual vi ciba sì, che la vostra voglia è sempre piena, se per grazia di Dio questi preliba di quel che cade de la vostra mensa, prima che morte tempo li prescriba, ponete mente a l'affezione immensa e roratelo alquanto:"
Paradiso;XXIV;​8-9;"voi bevete sempre del fonte onde vien quel ch'ei pensa""."
Paradiso;XXIV;​10;"Così Beatrice;"
Paradiso;XXIV;​10-12;e quelle anime liete si fero spere sopra fissi poli, fiammando, volte, a guisa di comete.
Paradiso;XXIV;​13-15;"E come cerchi in tempra d'orïuoli si giran sì, che 'l primo a chi pon mente quïeto pare, e l'ultimo che voli;"
Paradiso;XXIV;​16-18;così quelle carole, differente- mente danzando, de la sua ricchezza mi facieno stimar, veloci e lente.
Paradiso;XXIV;​19-21;"Di quella ch'io notai di più carezza vid'ïo uscire un foco sì felice, che nullo vi lasciò di più chiarezza;"
Paradiso;XXIV;​22-24;e tre fïate intorno di Beatrice si volse con un canto tanto divo, che la mia fantasia nol mi ridice.
Paradiso;XXIV;​25;Però salta la penna e non lo scrivo:
Paradiso;XXIV;​26-27;ché l'imagine nostra a cotai pieghe, non che 'l parlare, è troppo color vivo.
Paradiso;XXIV;​28-30;"""O santa suora mia che sì ne prieghe divota, per lo tuo ardente affetto da quella bella spera mi disleghe""."
Paradiso;XXIV;​31-33;Poscia fermato, il foco benedetto a la mia donna dirizzò lo spiro, che favellò così com'i' ho detto.
Paradiso;XXIV;​34;Ed ella:
Paradiso;XXIV;​34-39;"""O luce etterna del gran viro a cui Nostro Segnor lasciò le chiavi, ch'ei portò giù, di questo gaudio miro, tenta costui di punti lievi e gravi, come ti piace, intorno de la fede, per la qual tu su per lo mare andavi."
Paradiso;XXIV;​40-42;"S'elli ama bene e bene spera e crede, non t'è occulto, perché 'l viso hai quivi dov'ogne cosa dipinta si vede;"
Paradiso;XXIV;​43-45;"ma perché questo regno ha fatto civi per la verace fede, a glorïarla, di lei parlare è ben ch'a lui arrivi""."
Paradiso;XXIV;​46-51;Sì come il baccialier s'arma e non parla fin che 'l maestro la question propone, per approvarla, non per terminarla, così m'armava io d'ogne ragione mentre ch'ella dicea, per esser presto a tal querente e a tal professione.
Paradiso;XXIV;​52;"""Di', buon Cristiano, fatti manifesto:"
Paradiso;XXIV;​53;"fede che è?""."
Paradiso;XXIV;​53-54;"Ond'io levai la fronte in quella luce onde spirava questo;"
Paradiso;XXIV;​55-57;poi mi volsi a Beatrice, ed essa pronte sembianze femmi perch'ïo spandessi l'acqua di fuor del mio interno fonte.
Paradiso;XXIV;​58-60;"""La Grazia che mi dà ch'io mi confessi"", comincia' io, ""da l'alto primipilo, faccia li miei concetti bene espressi""."
Paradiso;XXIV;​61;E seguitai:
Paradiso;XXIV;​61-65;"""Come 'l verace stilo ne scrisse, padre, del tuo caro frate che mise teco Roma nel buon filo, fede è sustanza di cose sperate e argomento de le non parventi;"
Paradiso;XXIV;​66;"e questa pare a me sua quiditate""."
Paradiso;XXIV;​67;Allora udi':
Paradiso;XXIV;​67-69;"""Dirittamente senti, se bene intendi perché la ripuose tra le sustanze, e poi tra li argomenti""."
Paradiso;XXIV;​70;E io appresso:
Paradiso;XXIV;​70-74;"""Le profonde cose che mi largiscon qui la lor parvenza, a li occhi di là giù son sì ascose, che l'esser loro v'è in sola credenza, sopra la qual si fonda l'alta spene;"
Paradiso;XXIV;​75;e però di sustanza prende intenza.
Paradiso;XXIV;​76-77;E da questa credenza ci convene silogizzar, sanz'avere altra vista:
Paradiso;XXIV;​78;"però intenza d'argomento tene""."
Paradiso;XXIV;​67;Allora udi':
Paradiso;XXIV;​79-81;"""Se quantunque s'acquista giù per dottrina, fosse così 'nteso, non lì avria loco ingegno di sofista""."
Paradiso;XXIV;​82;"Così spirò di quello amore acceso;"
Paradiso;XXIV;​83;indi soggiunse:
Paradiso;XXIV;​83-84;"""Assai bene è trascorsa d'esta moneta già la lega e 'l peso;"
Paradiso;XXIV;​85;"ma dimmi se tu l'hai ne la tua borsa""."
Paradiso;XXIV;​86;Ond'io:
Paradiso;XXIV;​86-87;"""Sì ho, sì lucida e sì tonda, che nel suo conio nulla mi s'inforsa""."
Paradiso;XXIV;​88-89;Appresso uscì de la luce profonda che lì splendeva:
Paradiso;XXIV;​89-91;"""Questa cara gioia sopra la quale ogne virtù si fonda, onde ti venne?""."
Paradiso;XXIV;​91;E io:
Paradiso;XXIV;​91-96;"""La larga ploia de lo Spirito Santo, ch'è diffusa in su le vecchie e 'n su le nuove cuoia, è silogismo che la m'ha conchiusa acutamente sì, che 'nverso d'ella ogne dimostrazion mi pare ottusa""."
Paradiso;XXIV;​97;Io udi' poi:
Paradiso;XXIV;​97-99;"""L'antica e la novella proposizion che così ti conchiude, perché l'hai tu per divina favella?""."
Paradiso;XXIV;​91;E io:
Paradiso;XXIV;​100-102;"""La prova che 'l ver mi dischiude, son l'opere seguite, a che natura non scalda ferro mai né batte incude""."
Paradiso;XXIV;​103;Risposto fummi:
Paradiso;XXIV;​103-104;"""Di', chi t'assicura che quell'opere fosser?"
Paradiso;XXIV;​104-105;"Quel medesmo che vuol provarsi, non altri, il ti giura""."
Paradiso;XXIV;​106-108;"""Se 'l mondo si rivolse al cristianesmo"", diss'io, ""sanza miracoli, quest'uno è tal, che li altri non sono il centesmo:"
Paradiso;XXIV;​109-111;"ché tu intrasti povero e digiuno in campo, a seminar la buona pianta che fu già vite e ora è fatta pruno""."
Paradiso;XXIV;​112-114;"Finito questo, l'alta corte santa risonò per le spere un ""Dio laudamo"" ne la melode che là sù si canta."
Paradiso;XXIV;​115-118;E quel baron che sì di ramo in ramo, essaminando, già tratto m'avea, che a l'ultime fronde appressavamo, ricominciò:
Paradiso;XXIV;​118-121;"""La Grazia, che donnea con la tua mente, la bocca t'aperse infino a qui come aprir si dovea, sì ch'io approvo ciò che fuori emerse;"
Paradiso;XXIV;​122-123;"ma or conviene espremer quel che credi, e onde a la credenza tua s'offerse""."
Paradiso;XXIV;​124-129;"""O santo padre, e spirito che vedi ciò che credesti sì, che tu vincesti ver' lo sepulcro più giovani piedi"", comincia' io, ""tu vuo' ch'io manifesti la forma qui del pronto creder mio, e anche la cagion di lui chiedesti."
Paradiso;XXIV;​130;E io rispondo:
Paradiso;XXIV;​130-132;"Io credo in uno Dio solo ed etterno, che tutto 'l ciel move, non moto, con amore e con disio;"
Paradiso;XXIV;​133-138;"e a tal creder non ho io pur prove fisice e metafisice, ma dalmi anche la verità che quinci piove per Moïsè, per profeti e per salmi, per l'Evangelio e per voi che scriveste poi che l'ardente Spirto vi fé almi;"
Paradiso;XXIV;​139-141;"e credo in tre persone etterne, e queste credo una essenza sì una e sì trina, che soffera congiunto ""sono"" ed ""este""."
Paradiso;XXIV;​142-144;De la profonda condizion divina ch'io tocco mo, la mente mi sigilla più volte l'evangelica dottrina.
Paradiso;XXIV;​145-147;"Quest'è 'l principio, quest'è la favilla che si dilata in fiamma poi vivace, e come stella in cielo in me scintilla""."
Paradiso;XXIV;​148-150;"Come 'l segnor ch'ascolta quel che i piace, da indi abbraccia il servo, gratulando per la novella, tosto ch'el si tace;"
Paradiso;XXIV;​151-154;così, benedicendomi cantando, tre volte cinse me, sì com'io tacqui, l'appostolico lume al cui comando io avea detto:
Paradiso;XXIV;​154;sì nel dir li piacqui!
Paradiso;XXV;​1-6;"Se mai continga che 'l poema sacro al quale ha posto mano e cielo e terra, sì che m'ha fatto per molti anni macro, vinca la crudeltà che fuor mi serra del bello ovile ov'io dormi' agnello, nimico ai lupi che li danno guerra;"
Paradiso;XXV;​7-9;"con altra voce omai, con altro vello ritornerò poeta, e in sul fonte del mio battesmo prenderò 'l cappello;"
Paradiso;XXV;​10-12;però che ne la fede, che fa conte l'anime a Dio, quivi intra' io, e poi Pietro per lei sì mi girò la fronte.
Paradiso;XXV;​13-15;"Indi si mosse un lume verso noi di quella spera ond'uscì la primizia che lasciò Cristo d'i vicari suoi;"
Paradiso;XXV;​16-17;e la mia donna, piena di letizia, mi disse:
Paradiso;XXV;​17;"""Mira, mira:"
Paradiso;XXV;​17-18;"ecco il barone per cui là giù si vicita Galizia""."
Paradiso;XXV;​19-21;"Sì come quando il colombo si pone presso al compagno, l'uno a l'altro pande, girando e mormorando, l'affezione;"
Paradiso;XXV;​22-24;così vid'ïo l'un da l'altro grande principe glorïoso essere accolto, laudando il cibo che là sù li prande.
Paradiso;XXV;​25-27;Ma poi che 'l gratular si fu assolto, tacito coram me ciascun s'affisse, ignito sì che vincëa 'l mio volto.
Paradiso;XXV;​28;Ridendo allora Bëatrice disse:
Paradiso;XXV;​29-31;"""Inclita vita per cui la larghezza de la nostra basilica si scrisse, fa risonar la spene in questa altezza:"
Paradiso;XXV;​32-33;"tu sai, che tante fiate la figuri, quante Iesù ai tre fé più carezza""."
Paradiso;XXV;​34;"""Leva la testa e fa che t'assicuri:"
Paradiso;XXV;​35-36;"che ciò che vien qua sù del mortal mondo, convien ch'ai nostri raggi si maturi""."
Paradiso;XXV;​37-38;"Questo conforto del foco secondo mi venne;"
Paradiso;XXV;​38-39;ond'io leväi li occhi a' monti che li 'ncurvaron pria col troppo pondo.
Paradiso;XXV;​40-47;"""Poi che per grazia vuol che tu t'affronti lo nostro Imperadore, anzi la morte, ne l'aula più secreta co' suoi conti, sì che, veduto il ver di questa corte, la spene, che là giù bene innamora, in te e in altrui di ciò conforte, di' quel ch'ell'è, di' come se ne 'nfiora la mente tua, e dì onde a te venne""."
Paradiso;XXV;​48;Così seguì 'l secondo lume ancora.
Paradiso;XXV;​49-51;E quella pïa che guidò le penne de le mie ali a così alto volo, a la risposta così mi prevenne:
Paradiso;XXV;​52-54;"""La Chiesa militante alcun figliuolo non ha con più speranza, com'è scritto nel Sol che raggia tutto nostro stuolo:"
Paradiso;XXV;​55-57;però li è conceduto che d'Egitto vegna in Ierusalemme per vedere, anzi che 'l militar li sia prescritto.
Paradiso;XXV;​58-62;"Li altri due punti, che non per sapere son dimandati, ma perch'ei rapporti quanto questa virtù t'è in piacere, a lui lasc'io, ché non li saran forti né di iattanza;"
Paradiso;XXV;​62-63;"ed elli a ciò risponda, e la grazia di Dio ciò li comporti""."
Paradiso;XXV;​64-69;"Come discente ch'a dottor seconda pronto e libente in quel ch'elli è esperto, perché la sua bontà si disasconda, ""Spene"", diss'io, ""è uno attender certo de la gloria futura, il qual produce grazia divina e precedente merto."
Paradiso;XXV;​70;"Da molte stelle mi vien questa luce;"
Paradiso;XXV;​71-72;ma quei la distillò nel mio cor pria che fu sommo cantor del sommo duce.
Paradiso;XXV;​73-74;"""Sperino in te"", ne la sua tëodia dice, ""color che sanno il nome tuo"":"
Paradiso;XXV;​75;e chi nol sa, s'elli ha la fede mia?
Paradiso;XXV;​76-77;"Tu mi stillasti, con lo stillar suo, ne la pistola poi;"
Paradiso;XXV;​77-78;"sì ch'io son pieno, e in altrui vostra pioggia repluo""."
Paradiso;XXV;​79-81;Mentr' io diceva, dentro al vivo seno di quello incendio tremolava un lampo sùbito e spesso a guisa di baleno.
Paradiso;XXV;​82;Indi spirò:
Paradiso;XXV;​82-86;"""L'amore ond'ïo avvampo ancor ver' la virtù che mi seguette infin la palma e a l'uscir del campo, vuol ch'io respiri a te che ti dilette di lei;"
Paradiso;XXV;​86-87;"ed emmi a grato che tu diche quello che la speranza ti 'mpromette""."
Paradiso;XXV;​88;E io:
Paradiso;XXV;​88-90;"""Le nove e le scritture antiche pongon lo segno, ed esso lo mi addita, de l'anime che Dio s'ha fatte amiche."
Paradiso;XXV;​91-92;Dice Isaia che ciascuna vestita ne la sua terra fia di doppia vesta:
Paradiso;XXV;​93;"e la sua terra è questa dolce vita;"
Paradiso;XXV;​94-96;"e 'l tuo fratello assai vie più digesta, là dove tratta de le bianche stole, questa revelazion ci manifesta""."
Paradiso;XXV;​97-98;"E prima, appresso al fin d'este parole, ""Sperent in te"" di sopr'a noi s'udì;"
Paradiso;XXV;​99;a che rispuoser tutte le carole.
Paradiso;XXV;​100-102;Poscia tra esse un lume si schiarì sì che, se 'l Cancro avesse un tal cristallo, l'inverno avrebbe un mese d'un sol dì.
Paradiso;XXV;​103-108;E come surge e va ed entra in ballo vergine lieta, sol per fare onore a la novizia, non per alcun fallo, così vid'io lo schiarato splendore venire a' due che si volgieno a nota qual conveniesi al loro ardente amore.
